RCPT_YR,CGG_CD,CGG_NM,STDG_CD,STDG_NM,LOTNO_SE,LOTNO_SE_NM,MNO,SNO,BLDG_NM,CTRT_DAY,THING_AMT,ARCH_AREA,LAND_AREA,FLR,RGHT_SE,RTRCN_DAY,ARCH_YR,BLDG_USG,DCLR_SE,OPBIZ_RESTAGNT_SGG_NM
2025,11740,강동구,10900,천호동,1,대지,0055,0004,천호롯데아파트,2025-03-16,55000,84.51,0.0,18.0,,,1999,아파트,직거래,
2025,11500,강서구,10900,방화동,1,대지,0839,0000,방화그린,2025-03-16,35000,33.6,0.0,7.0,,,1993,아파트,중개거래,서울 강서구
2025,11530,구로구,10700,개봉동,1,대지,0470,0000,삼환,2025-03-16,52000,59.4,0.0,14.0,,,1995,아파트,중개거래,서울 구로구
2025,11590,동작구,10200,상도동,1,대지,0521,0000,포스코더샵,2025-03-16,124000,59.99,0.0,7.0,,,2007,아파트,중개거래,서울 동작구
2025,11350,노원구,10300,공릉동,1,대지,0081,0000,태강아파트(아이파크),2025-03-16,63000,59.38,0.0,13.0,,20250319,1999,아파트,중개거래,서울 노원구
2025,11230,동대문구,10400,전농동,1,대지,0679,0004,삼익연립A~C,2025-03-16,113000,48.17,45.0,1.0,,,1980,연립다세대,중개거래,서울 동대문구
2025,11350,노원구,10300,공릉동,1,대지,0081,0000,태강아파트(아이파크),2025-03-16,63000,59.38,0.0,13.0,,,1999,아파트,중개거래,서울 노원구
2025,11500,강서구,10500,마곡동,1,대지,0758,0003,마곡헤리움2차,2025-03-16,23500,30.31,45.74,13.0,,,2016,오피스텔,중개거래,서울 강서구
2025,11740,강동구,10900,천호동,1,대지,0571,0000,래미안강동팰리스,2025-03-16,146000,84.97,0.0,23.0,,,2017,아파트,중개거래,서울 강동구
2025,11440,마포구,10400,도화동,1,대지,0353,0000,현대홈타운,2025-03-16,121000,84.95,0.0,11.0,,,2000,아파트,중개거래,서울 마포구
2025,11230,동대문구,10500,답십리동,1,대지,0492,0004,답십리한화오벨리스크,2025-03-16,16000,34.53,46.489,15.0,,,2004,오피스텔,중개거래,서울 동대문구
2025,11290,성북구,13500,종암동,1,대지,0080,0000,래미안크리시엘,2025-03-16,78500,59.99,0.0,10.0,,,2004,아파트,중개거래,서울 성북구
2025,11380,은평구,10400,갈현동,1,대지,0517,0037,대륙편안한세상,2025-03-16,23500,35.81,21.0,3.0,,,2015,연립다세대,중개거래,서울 은평구
2025,11320,도봉구,10700,창동,1,대지,0027,0000,주공19단지(창동리버타운),2025-03-16,72500,60.5,0.0,4.0,,,1988,아파트,중개거래,서울 도봉구
2025,11470,양천구,10300,신월동,1,대지,0018,0014,아크로힐즈,2025-03-16,26000,43.86,28.0,5.0,,,2017,연립다세대,중개거래,서울 금천구
2025,11350,노원구,10400,하계동,1,대지,0273,0000,장미(시영6),2025-03-16,42500,39.78,0.0,3.0,,,1989,아파트,중개거래,서울 노원구
2025,11230,동대문구,10900,휘경동,3,블럭,0172,0000,휘경자이 디센시아,2025-03-16,108000,59.98,0.0,17.0,분양권,,0,아파트,중개거래,서울 동대문구
2025,11380,은평구,10400,갈현동,1,대지,0517,0006,은평하우징,2025-03-16,16850,28.46,18.0,5.0,,,2012,연립다세대,중개거래,서울 은평구
2025,11560,영등포구,10800,영등포동7가,1,대지,0203,0000,아크로타워스퀘어,2025-03-16,172000,84.65,0.0,21.0,,,2017,아파트,중개거래,서울 영등포구
2025,11380,은평구,10900,신사동,1,대지,0370,0000,은평신사두산위브,2025-03-16,70000,84.958,0.0,3.0,,,2006,아파트,중개거래,서울 은평구
2025,11590,동작구,10800,대방동,1,대지,0500,0000,성원,2025-03-16,124000,84.32,0.0,17.0,,,1994,아파트,중개거래,서울 동작구
2025,11200,성동구,10900,금호동1가,1,대지,1818,0000,신금호두산위브,2025-03-16,111250,84.32,0.0,3.0,,,2006,아파트,중개거래,서울 성동구
2025,11350,노원구,10500,상계동,1,대지,0172,0000,상계대림,2025-03-16,41500,59.67,0.0,1.0,,,1989,아파트,중개거래,서울 노원구
2025,11200,성동구,11000,금호동2가,1,대지,0001,0000,신금호파크자이,2025-03-16,155000,59.98,0.0,5.0,,,2016,아파트,중개거래,서울 성동구
2025,11710,송파구,10800,문정동,1,대지,0019,0000,문정대우푸르지오2차,2025-03-16,120000,84.82,0.0,8.0,,,2001,아파트,직거래,
2025,11290,성북구,13300,정릉동,1,대지,1035,0000,정릉2차e-편한세상,2025-03-16,73500,59.37,0.0,5.0,,,2009,아파트,중개거래,서울 성북구
2025,11710,송파구,10900,장지동,1,대지,0856,0000,송파파인타운10단지,2025-03-16,125500,59.95,0.0,4.0,,,2007,아파트,중개거래,서울 송파구
2025,11260,중랑구,10100,면목동,1,대지,0673,0002,삼이,2025-03-16,24000,50.61,44.0,2.0,,20250325,1980,연립다세대,중개거래,서울 중랑구
2025,11470,양천구,10200,목동,1,대지,0965,0000,목동롯데캐슬마에스트로,2025-03-16,128500,84.977,0.0,11.0,,,2019,아파트,중개거래,서울 양천구
2025,11230,동대문구,10400,전농동,1,대지,0695,0000,동대문롯데캐슬노블레스,2025-03-16,118700,59.98,0.0,11.0,,,2018,아파트,중개거래,서울 동대문구
2025,11560,영등포구,13200,신길동,1,대지,4964,0000,신길센트럴자이아파트,2025-03-16,128800,59.98,0.0,5.0,,,2021,아파트,중개거래,서울 영등포구
2025,11560,영등포구,13200,신길동,1,대지,4964,0000,신길센트럴자이아파트,2025-03-16,129500,59.98,0.0,28.0,,,2021,아파트,중개거래,서울 영등포구
2025,11530,구로구,10100,신도림동,1,대지,0643,0000,동아1,2025-03-16,122300,84.908,0.0,8.0,,,1999,아파트,중개거래,서울 구로구
2025,11740,강동구,10800,성내동,1,대지,0380,0001,상우빌라,2025-03-16,33500,65.17,32.0,2.0,,,1993,연립다세대,중개거래,서울 강동구
2025,11350,노원구,10300,공릉동,1,대지,0590,0001,현대(고려)아파트,2025-03-16,49500,59.8,0.0,5.0,,,1999,아파트,중개거래,서울 노원구
2025,11380,은평구,10700,응암동,1,대지,0764,0000,백련산힐스테이트4차,2025-03-16,80500,59.98,0.0,3.0,,,2018,아파트,중개거래,서울 은평구
2025,11230,동대문구,10900,휘경동,1,대지,0109,0000,롯데낙천대,2025-03-16,72700,82.82,0.0,8.0,,,2003,아파트,중개거래,서울 동대문구
2025,11410,서대문구,10900,현저동,1,대지,0200,0000,독립문극동(200-0),2025-03-16,115000,84.87,0.0,22.0,,,1998,아파트,중개거래,서울 서대문구
2025,11440,마포구,10200,공덕동,1,대지,0464,0000,래미안공덕4차,2025-03-16,140000,59.9,0.0,6.0,,,2005,아파트,중개거래,"서울 강남구, 서울 마포구"
2025,11500,강서구,10200,등촌동,1,대지,0702,0000,주공10,2025-03-16,72800,58.14,0.0,4.0,,,1995,아파트,중개거래,서울 강서구
2025,11380,은평구,10500,구산동,1,대지,0548,0000,은평서해그랑블,2025-03-16,57300,59.648,0.0,19.0,,,2022,아파트,중개거래,서울 은평구
2025,11680,강남구,10800,논현동,1,대지,0022,0000,신동아(22),2025-03-16,86500,35.73,0.0,3.0,,,1997,아파트,중개거래,"경기 고양시 덕양구, 서울 강남구"
2025,11440,마포구,11100,신수동,1,대지,0450,0000,신촌삼익,2025-03-16,95000,59.85,0.0,1.0,,,1997,아파트,중개거래,서울 마포구
2025,11290,성북구,13500,종암동,1,대지,0130,0000,아이파크종암동1차,2025-03-16,98000,84.98,0.0,14.0,,,2004,아파트,중개거래,서울 성북구
2025,11170,용산구,12000,도원동,1,대지,0023,0000,삼성래미안,2025-03-16,117000,59.94,0.0,1.0,,,2001,아파트,중개거래,서울 용산구
2025,11230,동대문구,10500,답십리동,1,대지,1003,0000,래미안위브,2025-03-16,138500,84.98,0.0,6.0,,,2014,아파트,중개거래,서울 동대문구
2025,11440,마포구,11100,신수동,1,대지,0462,0000,신촌숲아이파크,2025-03-16,225000,84.912,0.0,20.0,,,2019,아파트,중개거래,서울 마포구
2025,11215,광진구,10300,구의동,1,대지,0244,0006,퓨전빌,2025-03-16,70000,83.69,0.0,3.0,,,2003,아파트,중개거래,서울 광진구
2025,11200,성동구,10700,행당동,1,대지,0349,0000,서울숲 한신 더 휴,2025-03-16,154000,114.97,0.0,10.0,,,2003,아파트,중개거래,서울 성동구
2025,11590,동작구,10700,사당동,1,대지,1155,0000,대성유니드,2025-03-16,90000,84.93,0.0,6.0,,,2009,아파트,중개거래,서울 동작구
2025,11170,용산구,12900,이촌동,1,대지,0404,0000,한가람,2025-03-16,186000,59.88,0.0,4.0,,,1998,아파트,중개거래,서울 용산구
2025,11500,강서구,10200,등촌동,1,대지,0063,0012,어위쉬 예다인,2025-03-16,49500,90.48,121.38,6.0,,,2008,오피스텔,중개거래,서울 마포구
2025,11530,구로구,10100,신도림동,1,대지,0337,0000,신도림1차푸르지오,2025-03-16,56300,53.48,78.3,8.0,,,2007,오피스텔,중개거래,서울 구로구
2025,11380,은평구,10700,응암동,1,대지,0770,0000,힐스테이트녹번역,2025-03-16,115500,84.99,0.0,1.0,,,2022,아파트,중개거래,서울 은평구
2025,11710,송파구,10700,가락동,1,대지,0913,0000,헬리오시티,2025-03-16,243000,84.96,0.0,2.0,,,2018,아파트,중개거래,"경기 안양시 동안구, 서울 송파구"
2025,11230,동대문구,10600,장안동,1,대지,0439,0020,르시엘(439-20),2025-03-16,51200,42.98,24.0,2.0,,,2024,연립다세대,직거래,
2025,11260,중랑구,10100,면목동,1,대지,0673,0002,삼이,2025-03-16,24000,50.61,44.0,2.0,,,1980,연립다세대,중개거래,서울 중랑구
2025,11290,성북구,13000,보문동1가,1,대지,0228,0000,보문리슈빌하우트,2025-03-16,97500,59.791,0.0,2.0,,,2022,아파트,중개거래,서울 성북구
2025,11290,성북구,13000,보문동1가,1,대지,0228,0000,보문리슈빌하우트,2025-03-16,144700,84.905,0.0,9.0,,,2022,아파트,중개거래,서울 성북구
2025,11350,노원구,10300,공릉동,1,대지,0705,0000,동부아파트,2025-03-16,48500,59.34,0.0,11.0,,,1996,아파트,중개거래,서울 노원구
2025,11740,강동구,10200,고덕동,1,대지,0688,0000,래미안힐스테이트고덕,2025-03-16,153000,59.96,0.0,25.0,,,2016,아파트,중개거래,"경기 하남시, 서울 강동구"
2025,11470,양천구,10200,목동,1,대지,0962,0000,트라팰리스웨스턴에비뉴,2025-03-16,285000,127.65,0.0,26.0,,,2009,아파트,중개거래,서울 양천구
2025,11680,강남구,11400,일원동,1,대지,0731,0000,한솔마을,2025-03-16,250000,84.73,0.0,5.0,,,1994,아파트,중개거래,"서울 강남구, 서울 송파구"
2025,11140,중구,17400,만리동2가,1,대지,0273,0000,서울역센트럴자이,2025-03-16,154500,59.98,0.0,10.0,,,2017,아파트,중개거래,서울 중구
2025,11440,마포구,11100,신수동,1,대지,0451,0000,세양청마루,2025-03-16,86000,57.44,0.0,8.0,,,2003,아파트,중개거래,서울 마포구
2025,11680,강남구,10500,삼성동,1,대지,0103,0022,래미안삼성1차(103-22),2025-03-16,253500,84.66,0.0,7.0,,,2006,아파트,중개거래,서울 강남구
2025,11530,구로구,10200,구로동,1,대지,1267,0000,신도림태영타운,2025-03-16,100500,84.87,0.0,3.0,,,2000,아파트,중개거래,서울 구로구
2025,11380,은평구,10400,갈현동,1,대지,0496,0033,해피리움,2025-03-16,29700,43.47,24.0,4.0,,,2013,연립다세대,중개거래,서울 은평구
2025,11200,성동구,10200,하왕십리동,1,대지,1061,0000,왕십리풍림아이원,2025-03-16,102000,59.936,0.0,4.0,,,2004,아파트,중개거래,서울 성동구
2025,11500,강서구,10200,등촌동,1,대지,0702,0000,주공10,2025-03-16,76500,58.14,0.0,12.0,,,1995,아파트,중개거래,서울 강서구
2025,11320,도봉구,10500,쌍문동,1,대지,0315,0059,청산빌라,2025-03-16,15300,41.31,19.0,4.0,,,1997,연립다세대,중개거래,서울 도봉구
2025,11200,성동구,11400,성수동1가,1,대지,0708,0000,동아그린,2025-03-16,100000,58.32,0.0,8.0,,,1999,아파트,중개거래,서울 성동구
2025,11590,동작구,10200,상도동,1,대지,0527,0000,이수브라운스톤상도(527-0),2025-03-16,122800,84.84,0.0,4.0,,,2007,아파트,중개거래,서울 동작구
2025,11290,성북구,13800,장위동,1,대지,0062,0001,장위자이 레디언트,2025-03-16,117517,59.97,0.0,29.0,입주권,,0,아파트,중개거래,서울 성북구
2025,11200,성동구,10700,행당동,1,대지,0380,0000,서울숲리버뷰자이,2025-03-16,240000,108.82,0.0,6.0,,,2018,아파트,중개거래,서울 성동구
2025,11590,동작구,10100,노량진동,1,대지,0323,0000,우성,2025-03-16,95000,59.82,0.0,14.0,,,1997,아파트,중개거래,서울 동작구
2025,11440,마포구,12500,성산동,1,대지,0446,0000,성산시영(유원),2025-03-16,120000,59.43,0.0,13.0,,,1986,아파트,중개거래,서울 마포구
2025,11140,중구,16200,신당동,1,대지,0851,0000,래미안하이베르,2025-03-16,113000,59.74,0.0,7.0,,,2011,아파트,중개거래,서울 중구
2025,11560,영등포구,12600,양평동2가,1,대지,0023,0000,양평벽산블루밍,2025-03-16,63800,51.24,0.0,11.0,,,1990,아파트,중개거래,서울 영등포구
2025,11680,강남구,11200,자곡동,1,대지,0687,0000,래미안포레,2025-03-16,170500,101.51,0.0,11.0,,,2014,아파트,중개거래,서울 강남구
2025,11620,관악구,10200,신림동,1,대지,1694,0000,신림현대,2025-03-16,45000,34.86,0.0,4.0,,,1993,아파트,중개거래,서울 관악구
2025,11470,양천구,10200,목동,1,대지,0916,0000,현대하이페리온,2025-03-16,255000,137.36,184.82,17.0,,,2003,오피스텔,중개거래,서울 양천구
2025,11620,관악구,10200,신림동,1,대지,1714,0000,삼성산주공(주공3단지),2025-03-16,67500,113.31,0.0,2.0,,,2000,아파트,중개거래,서울 관악구
2025,11200,성동구,10700,행당동,1,대지,0347,0000,대림e-편한세상,2025-03-16,135000,84.87,0.0,14.0,,,2000,아파트,중개거래,"경기 용인시 수지구, 서울 성동구"
2025,11560,영등포구,11400,당산동4가,1,대지,0099,0000,당산롯데캐슬프레스티지,2025-03-16,151000,84.99,0.0,17.0,,,2017,아파트,중개거래,서울 영등포구
2025,11620,관악구,10200,신림동,1,대지,1694,0000,신림현대,2025-03-16,62000,82.2,0.0,4.0,,,1993,아파트,직거래,
2025,11200,성동구,10200,하왕십리동,1,대지,1070,0000,센트라스,2025-03-16,145000,59.95,0.0,22.0,,,2016,아파트,중개거래,서울 성동구
2025,11230,동대문구,10400,전농동,1,대지,0690,0000,래미안크레시티,2025-03-16,120000,59.99,0.0,10.0,,,2014,아파트,중개거래,서울 동대문구
2025,11590,동작구,10200,상도동,1,대지,0906,0000,상도푸르지오클라베뉴,2025-03-16,112900,74.995,0.0,1.0,분양권,,0,아파트,중개거래,서울 동작구
2025,11680,강남구,10100,역삼동,1,대지,0709,0005,테헤란아이파크,2025-03-16,270000,70.833,0.0,14.0,,,2014,아파트,중개거래,서울 강남구
2025,11230,동대문구,10200,용두동,1,대지,0792,0000,래미안 허브리츠,2025-03-16,112000,59.98,0.0,11.0,,,2011,아파트,중개거래,서울 동대문구
2025,11500,강서구,10100,염창동,1,대지,0253,0006,링크253,2025-03-16,22000,29.47,13.0,2.0,,,2016,연립다세대,중개거래,서울 강서구
2025,11200,성동구,10800,응봉동,1,대지,0275,0000,신동아,2025-03-16,88000,59.97,0.0,13.0,,,1996,아파트,중개거래,서울 성동구
2025,11200,성동구,10800,응봉동,1,대지,0275,0000,신동아,2025-03-16,88000,59.97,0.0,13.0,,20250324,1996,아파트,중개거래,서울 성동구
2025,11200,성동구,10900,금호동1가,1,대지,1823,0000,e편한세상신금호파크힐스,2025-03-15,163000,59.949,0.0,19.0,,,2019,아파트,중개거래,"서울 마포구, 서울 성동구"
2025,11590,동작구,10200,상도동,1,대지,0529,0000,상도두산위브,2025-03-15,132000,84.534,0.0,6.0,,,2010,아파트,중개거래,서울 동작구
2025,11380,은평구,10300,불광동,1,대지,0246,0018,(246-18),2025-03-15,50600,41.0,23.0,-1.0,,,1997,연립다세대,중개거래,서울 은평구
2025,11530,구로구,10700,개봉동,1,대지,0328,0004,대경드림빌(328-4),2025-03-15,28700,59.46,30.0,2.0,,,2002,연립다세대,중개거래,서울 구로구
2025,11740,강동구,10300,상일동,1,대지,0514,0000,고덕롯데캐슬베네루체,2025-03-15,135000,84.923,0.0,1.0,,,2019,아파트,중개거래,서울 강동구
2025,11680,강남구,10500,삼성동,1,대지,0050,0000,현대힐스테이트2단지,2025-03-15,325000,84.236,0.0,18.0,,,2008,아파트,중개거래,서울 강남구
2025,11350,노원구,10300,공릉동,1,대지,0106,0000,공릉해링턴플레이스,2025-03-15,101500,134.914,0.0,1.0,,,2000,아파트,중개거래,서울 노원구
2025,11680,강남구,11100,세곡동,1,대지,0533,0000,세곡푸르지오,2025-03-15,130000,59.89,0.0,7.0,,,2012,아파트,중개거래,서울 강남구
2025,11215,광진구,10500,자양동,1,대지,0593,0015,(593-15),2025-03-15,39000,18.01,11.0,3.0,,,2013,연립다세대,중개거래,서울 광진구
2025,11350,노원구,10500,상계동,1,대지,1279,0000,상계1차중앙하이츠,2025-03-15,47700,59.82,0.0,1.0,,,1997,아파트,중개거래,"서울 노원구, 서울 도봉구"
2025,11740,강동구,10300,상일동,1,대지,0513,0000,고덕센트럴IPARK,2025-03-15,143000,74.88,0.0,10.0,,,2019,아파트,중개거래,"서울 강동구, 서울 광진구"
2025,11590,동작구,10200,상도동,1,대지,0531,0000,힐스테이트 상도 센트럴파크,2025-03-15,150000,84.609,0.0,18.0,,,2012,아파트,중개거래,서울 동작구
2025,11740,강동구,10900,천호동,3,블럭,0423,0076,e편한세상 강동 프레스티지원,2025-03-15,144000,84.75,0.0,1.0,분양권,,0,아파트,중개거래,서울 강동구
2025,11140,중구,16300,흥인동,1,대지,0119,0000,동대문와이즈캐슬,2025-03-15,14500,15.55,0.0,10.0,,,2014,아파트,중개거래,서울 중구
2025,11440,마포구,10100,아현동,1,대지,0800,0000,공덕자이,2025-03-15,199000,84.99,0.0,15.0,,,2015,아파트,중개거래,"경기 수원시 영통구, 서울 마포구"
2025,11440,마포구,10200,공덕동,1,대지,0464,0000,래미안공덕4차,2025-03-15,142700,59.9,0.0,13.0,,,2005,아파트,중개거래,서울 마포구
2025,11440,마포구,10100,아현동,1,대지,0800,0000,공덕자이,2025-03-15,204000,84.99,0.0,9.0,,,2015,아파트,중개거래,서울 마포구
2025,11290,성북구,13800,장위동,1,대지,0320,0000,래미안장위퍼스트하이,2025-03-15,87000,59.99,0.0,11.0,,,2020,아파트,중개거래,서울 성북구
2025,11680,강남구,11200,자곡동,1,대지,0600,0000,강남 푸르지오시티 1차,2025-03-15,17000,25.06,31.989,10.0,,,2014,오피스텔,중개거래,서울 강남구
2025,11440,마포구,12000,서교동,1,대지,0247,0160,우리스위트하우스,2025-03-15,31500,29.53,18.0,3.0,,,2015,연립다세대,중개거래,서울 마포구
2025,11440,마포구,10100,아현동,1,대지,0800,0000,공덕자이,2025-03-15,168000,59.99,0.0,16.0,,,2015,아파트,중개거래,서울 마포구
2025,11290,성북구,13800,장위동,1,대지,0320,0000,래미안장위퍼스트하이,2025-03-15,94000,59.99,0.0,22.0,,,2020,아파트,중개거래,서울 성북구
2025,11740,강동구,10300,상일동,1,대지,0515,0000,고덕숲아이파크,2025-03-15,128000,59.97,0.0,23.0,,,2018,아파트,중개거래,서울 강동구
2025,11350,노원구,10500,상계동,1,대지,0666,0000,상계주공10(고층),2025-03-15,51800,49.94,0.0,9.0,,,1988,아파트,중개거래,서울 노원구
2025,11710,송파구,10100,잠실동,1,대지,0297,0017,(297-17),2025-03-15,50000,47.51,26.0,4.0,,,2003,연립다세대,중개거래,서울 송파구
2025,11590,동작구,10800,대방동,1,대지,0506,0000,현대홈타운2,2025-03-15,108500,84.94,0.0,4.0,,,1999,아파트,중개거래,서울 동작구
2025,11710,송파구,10100,잠실동,1,대지,0297,0017,(297-17),2025-03-15,53000,50.69,28.0,2.0,,,2003,연립다세대,중개거래,서울 송파구
2025,11410,서대문구,10200,충정로3가,1,대지,0466,0000,우리유앤미,2025-03-15,98000,84.73,0.0,12.0,,,2008,아파트,중개거래,서울 서대문구
2025,11680,강남구,11500,수서동,1,대지,0795,0000,강남데시앙포레,2025-03-15,169000,59.97,0.0,10.0,,,2014,아파트,중개거래,서울 강남구
2025,11350,노원구,10500,상계동,1,대지,0652,0000,상계주공11(고층),2025-03-15,49500,49.94,0.0,12.0,,,1988,아파트,중개거래,서울 노원구
2025,11350,노원구,10600,중계동,1,대지,0506,0000,(506),2025-03-15,51500,80.96,111.76,8.0,,,2005,오피스텔,중개거래,서울 노원구
2025,11500,강서구,10100,염창동,1,대지,0273,0009,우리프리머스,2025-03-15,23600,28.22,16.0,3.0,,,2017,연립다세대,중개거래,서울 강서구
2025,11590,동작구,10700,사당동,1,대지,0105,0000,극동(105),2025-03-15,79000,46.75,0.0,15.0,,,1993,아파트,중개거래,서울 동작구
2025,11350,노원구,10500,상계동,1,대지,0647,0000,상계주공12(고층),2025-03-15,51000,49.94,0.0,14.0,,,1988,아파트,중개거래,서울 노원구
2025,11350,노원구,10600,중계동,1,대지,0506,0000,(506),2025-03-15,21700,41.68,57.53,8.0,,,2005,오피스텔,중개거래,서울 노원구
2025,11590,동작구,10400,본동,1,대지,0494,0000,래미안트윈파크,2025-03-15,174000,84.94,0.0,10.0,,,2011,아파트,중개거래,서울 동작구
2025,11440,마포구,10200,공덕동,1,대지,0457,0000,공덕3삼성래미안,2025-03-15,144500,59.97,0.0,3.0,,,2004,아파트,중개거래,서울 마포구
2025,11560,영등포구,12700,양평동3가,1,대지,0102,0000,우림루미아트,2025-03-15,86500,84.87,0.0,1.0,,,2004,아파트,중개거래,서울 영등포구
2025,11740,강동구,10300,상일동,1,대지,0519,0000,고덕아르테온,2025-03-15,149500,59.98,0.0,26.0,,,2020,아파트,중개거래,서울 강동구
2025,11680,강남구,11800,도곡동,1,대지,0467,0010,우성리빙텔,2025-03-15,180000,120.21,0.0,13.0,,,1996,아파트,중개거래,서울 강남구
2025,11740,강동구,10300,상일동,1,대지,0519,0000,고덕아르테온,2025-03-15,145500,59.98,0.0,5.0,,,2020,아파트,중개거래,서울 강동구
2025,11200,성동구,10900,금호동1가,1,대지,1500,0000,금호삼성래미안,2025-03-15,132000,84.45,0.0,9.0,,,2001,아파트,중개거래,"경기 부천시 원미구, 서울 성동구"
2025,11740,강동구,10900,천호동,1,대지,0447,0017,강동역신동아파밀리에,2025-03-15,120000,94.61,0.0,35.0,,,2015,아파트,중개거래,서울 강동구
2025,11200,성동구,11500,성수동2가,1,대지,0442,0000,한신한강,2025-03-15,259000,84.97,0.0,14.0,,,2000,아파트,중개거래,"경기 성남시 분당구, 서울 성동구"
2025,11740,강동구,11000,강일동,1,대지,0114,0000,강동리버스트4단지,2025-03-15,73500,49.82,0.0,8.0,,,2020,아파트,중개거래,서울 강동구
2025,11350,노원구,10500,상계동,1,대지,0670,0000,상계주공9(고층),2025-03-15,39800,41.3,0.0,13.0,,,1988,아파트,중개거래,서울 노원구
2025,11740,강동구,10300,상일동,1,대지,0519,0000,고덕아르테온,2025-03-15,179500,84.94,0.0,23.0,,,2020,아파트,중개거래,"서울 강동구, 서울 송파구"
2025,11590,동작구,10500,흑석동,1,대지,0339,0000,흑석한강센트레빌Ⅱ,2025-03-15,172000,84.951,0.0,11.0,,,2012,아파트,중개거래,서울 동작구
2025,11740,강동구,10300,상일동,1,대지,0519,0000,고덕아르테온,2025-03-15,178000,84.97,0.0,18.0,,,2020,아파트,중개거래,서울 강동구
2025,11590,동작구,10500,흑석동,1,대지,0339,0000,흑석한강센트레빌Ⅱ,2025-03-15,165000,84.951,0.0,16.0,,,2012,아파트,중개거래,서울 동작구
2025,11740,강동구,10100,명일동,1,대지,0047,0002,고덕역 갑을명가시티 오피스텔,2025-03-15,14300,17.86,28.94,10.0,,,2018,오피스텔,중개거래,서울 강동구
2025,11350,노원구,10500,상계동,1,대지,0626,0000,상계주공14(저층),2025-03-15,71500,84.41,0.0,3.0,,,1989,아파트,중개거래,서울 노원구
2025,11710,송파구,10100,잠실동,1,대지,0315,0001,(315-1),2025-03-15,35000,27.93,17.0,4.0,,,2016,연립다세대,중개거래,서울 송파구
2025,11350,노원구,10500,상계동,1,대지,0624,0000,상계주공16(고층),2025-03-15,35000,45.77,0.0,2.0,,,1988,아파트,중개거래,서울 노원구
2025,11740,강동구,10100,명일동,1,대지,0046,0003,고덕역 대명벨리온,2025-03-15,18900,21.312,32.041,20.0,,,2021,오피스텔,중개거래,서울 강동구
2025,11200,성동구,10800,응봉동,1,대지,0100,0000,대림(1차),2025-03-15,169000,113.71,0.0,7.0,,,1986,아파트,중개거래,서울 성동구
2025,11710,송파구,10100,잠실동,1,대지,0315,0001,(315-1),2025-03-15,36000,29.05,18.0,3.0,,,2016,연립다세대,중개거래,서울 송파구
2025,11215,광진구,10400,광장동,1,대지,0577,0000,현대파크빌,2025-03-15,127000,59.94,0.0,20.0,,,2000,아파트,중개거래,서울 광진구
2025,11710,송파구,10100,잠실동,1,대지,0315,0001,(315-1),2025-03-15,36000,29.05,18.0,4.0,,,2016,연립다세대,중개거래,서울 송파구
2025,11740,강동구,10700,암사동,1,대지,0400,0000,현대홈타운,2025-03-15,139000,114.07,0.0,16.0,,,2004,아파트,중개거래,서울 강동구
2025,11710,송파구,10100,잠실동,1,대지,0315,0001,(315-1),2025-03-15,36000,29.05,18.0,2.0,,,2016,연립다세대,중개거래,서울 송파구
2025,11740,강동구,10700,암사동,1,대지,0400,0000,현대홈타운,2025-03-15,130000,84.98,0.0,15.0,,,2004,아파트,중개거래,서울 강동구
2025,11140,중구,16200,신당동,1,대지,0432,0743,(432-743),2025-03-15,54500,36.945,27.0,1.0,,,2002,연립다세대,중개거래,서울 중구
2025,11350,노원구,10500,상계동,1,대지,0740,0000,상계주공2(고층),2025-03-15,34300,32.39,0.0,7.0,,,1987,아파트,중개거래,서울 노원구
2025,11305,강북구,10100,미아동,1,대지,0420,0002,(420-2),2025-03-15,40500,27.52,17.0,1.0,,,1990,연립다세대,중개거래,서울 강북구
2025,11230,동대문구,10400,전농동,1,대지,0690,0000,래미안크레시티,2025-03-15,120000,59.99,0.0,2.0,,,2014,아파트,중개거래,서울 동대문구
2025,11740,강동구,10100,명일동,1,대지,0257,0000,고덕주공9,2025-03-15,73000,83.34,0.0,1.0,,,1985,아파트,직거래,
2025,11380,은평구,11400,진관동,1,대지,0084,0000,우물골2단지두산위브(223~244동)BL2-7,2025-03-15,104700,101.53,0.0,6.0,,,2010,아파트,중개거래,서울 은평구
2025,11320,도봉구,10700,창동,1,대지,0632,0078,고탑빌라101,2025-03-15,37500,84.85,44.0,1.0,,,1997,연립다세대,중개거래,"서울 도봉구, 서울 은평구"
2025,11410,서대문구,10900,현저동,1,대지,0200,0000,독립문극동(200-0),2025-03-15,120000,84.87,0.0,2.0,,,1998,아파트,중개거래,서울 서대문구
2025,11530,구로구,10600,고척동,1,대지,0343,0000,고척월드메르디앙,2025-03-15,78000,84.93,0.0,6.0,,,2011,아파트,직거래,
2025,11230,동대문구,10400,전농동,1,대지,0690,0000,래미안크레시티,2025-03-15,105000,59.99,0.0,1.0,,,2014,아파트,중개거래,"서울 강동구, 서울 동대문구"
2025,11620,관악구,10100,봉천동,1,대지,1730,0001,e편한세상서울대입구2단지,2025-03-15,120000,84.93,0.0,16.0,,,2019,아파트,중개거래,서울 관악구
2025,11560,영등포구,13200,신길동,1,대지,4518,0000,우성2,2025-03-15,105000,84.47,0.0,3.0,,,1986,아파트,중개거래,서울 영등포구
